Era,Name,Track Number / Info,Track Length,Release Date,Type,Streaming,Link(s)
Detox [V1],"Eminem - Without Me
(prod. Eminem, Jeff Bass & DJ Head)","Track 10 from The Eminem Show. Recorded in July 2001. Originally released as a single. Includes guitar, keyboards and bass by Jeff Bass. Mixed by Dr. Dre.",4:50,"May 13, 2002",Mixing,Yes,
Detox [V1],"Eminem - Hailie's Song
(prod. Eminem)","Track 14 from The Eminem Show. Recorded in 2001. Mixed by Eminem, Dr. Dre and Steve King.",5:20,"May 26, 2002",Mixing,Yes,
Detox [V1],"Rakim - R.A.K.I.M.
(prod. Mr. Porter)","Track 13 on the ""8 Mile"" soundtrack. Mixed by Dre.",4:23,"Oct 29, 2002",Mixing,Yes,
Detox [V1],"Snoop Dogg - Wrong Idea
(feat. Bad Azz, Kokane & Lil HD) (prod. JellyRoll)","Track 5 on Tha Last Meal. Includes bass guitar from Jimmy Roach. Mixed by Dr. Dre. Later released as track 17 on Bad Azz' ""Personal Business"".",4:14,"Dec 19, 2000",Mixing,Yes,
Detox [V1],"Snoop Dogg - Go Away
(feat. Kokane) (prod. Meech Wells)",Track 6 on Tha Last Meal. Includes bass guitar from Jimmy Roach. Mixed by Dr. Dre.,4:52,"Dec 19, 2000",Mixing,Yes,
Detox [V1],"Snoop Dogg - Stacey Adams
(feat. Kokane) (prod. DJ Battlecat)",Track 8 on Tha Last Meal. Mixed by Dr. Dre.,4:35,"Dec 19, 2000",Mixing,Yes,
Detox [V1],"Snoop Dogg - Bring It On
(feat. Kokane & Suga Free) (prod. JellyRoll)",Track 10 on Tha Last Meal. Includes bass guitar from Jimmy Roach. Mixed by Dr. Dre.,4:17,"Dec 19, 2000",Mixing,Yes,
Detox [V1],"Snoop Dogg - Game Court (Skit)
(feat. Mac Minista) (prod. Studio Tone)",Track 11 on Tha Last Meal. Mixed by Dr. Dre.,2:10,"Dec 19, 2000",Mixing,Yes,
Detox [V1],"Snoop Dogg - Issues
(prod. Meech Wells)",Track 12 on Tha Last Meal. Mixed by Dr. Dre.,2:36,"Dec 19, 2000",Mixing,Yes,
Detox [V1],"Snoop Dogg - I Can't Swim
(prod. Casey Wilson & JellyRoll)",Track 10 on Tha Last Meal. Includes bass guitar from Jimmy Roach. Mixed by Dr. Dre.,4:17,"Dec 19, 2000",Mixing,Yes,
Detox [V1],"Xzibit - Kenny Parker Show 2001
(feat. KRS-One) (prod. Thayod & Xzibit)",Track 7 on Restless. Includes scratches by DJ Pen One. Mixed by Dr. Dre.,4:45,"Dec 12, 2000",Mixing,Yes,
Detox [V1],"Xzibit - Multiply
(feat. Nate Dogg) (prod. Denaun Porter)","Track 3 on ""Man vs. Machine"" and the first single released for the album. Rumored to have uncredited production from Dre. Mixed by Dre.",4:08,"Mar 5, 2002",Mixing,Yes,
Detox [V1],"Xzibit - BK To LA
(feat. M.O.P.) (prod. Ty Fyffe & Tyrda)","Track 10 on ""Man vs. Machine"". Mixed by Dr. Dre and Jason Schweitzer.",4:57,"Oct 1, 2002",Mixing,Yes,
Detox [V1],"Xzibit - Right On
(prod. Erick Sermon)","Track 14 on ""Man vs. Machine"". Mixed by Dr. Dre.",3:29,"Oct 1, 2002",Mixing,Yes,
Detox [V1],"Xzibit - Enemies
(prod. J-Beats)","Track 16 on ""Man vs. Machine"". Mixed by Dr. Dre and Jason Schweitzer.",5:00,"Oct 1, 2002",Mixing,Yes,
Detox [V1],"Xzibit - Year 2000
(prod. Mel-Man)","Single released for the ""Black And White"" soundtrack. Mixed by Dr. Dre.",4:32,"Mar 28, 2000",Mixing,Yes,
Detox [V1],"Xzibit - Year 2000 (Remix)
(feat. Jonathan Davis) (prod. Mel-Man)","Remix featuring Korn vocalist Jonathan Davis. This version was included on the ""Black And White"" soundtrack album. Includes keys by Robin Lyle and bass by Del Atkins and Fieldy. Mixed by Dr. Dre.",3:44,"Mar 28, 2000",Mixing,Yes,
,Other,,,,,,
Detox [V1],"Bilal - Fast Lane [Clean]
(feat. Jadakiss) (prod. Dr. Dre)","Clean version of the Jadakiss remix included on some single packages, the song is censored but also a edited a bit different and shortened.",4:01,2000,Production,No,
Detox [V1],"Obie Trice - The Set Up (Remix)
(feat. Nate Dogg, Redman, Jadakiss & Lloyd Banks) (prod. Dr. Dre & Mike Elizondo)","Remix of ""The Set Up"", released as a B-side alongside the original.",5:54,"Jan 14, 2004",Production,Yes,
Detox [V1],"Usher - Throwback
(prod. Just Blaze)","Track #3 on ""Confessions"". Originally made for Detox, as said by Just Blaze.",4:01,"Mar 23, 2004",Other,Yes,
"17 Total
17 OST Track","The Wash (The Original Motion Picture Soundtrack)
(Soundtrack for The Wash, Collaboration with multiple artists)","(??/??/2001) (Recording sessions start)
(11/6/2001) (The Wash OST releases)
(11/16/2001) (The Wash releases)",,,,The Wash was a movie written and directed by notable producer DJ Pooh and starred multiple Aftermath related artists. It was received very poorly by critics. Despite this a soundtrack for it was also put out containing several original songs.,
The Wash,"On The Boulevard
(perf. Dr. Dre & Snoop Dogg) (prod. JellyRoll)",Track 1 on The Wash soundtrack.,4:28,"Nov 6, 2001",OST Track,Yes,https://open.spotify.com/track/6iLOFzbb494qBUHk0N9Dcv?si=9d0f631501cd4d67
The Wash,"Benefit of the Doubt
(perf. Truth Hurts & Shaunta) (prod. Mel-Man)",Track 2 on The Wash soundtrack. Includes piano by Kevin Irving. Mixed by Dr. Dre.,4:50,"Nov 6, 2001",OST Track,Yes,https://open.spotify.com/track/5hSi3rIR2JpHRHjwM63wQy?si=631c7835687f41c0
The Wash,"Blow My Buzz
(perf. D12) (prod. Eminem, Jeff Bass & Mr. Porter)","Track 3 on The Wash soundtrack. Originally track 14 from D12's ""Devil's Night"".",5:09,"Jun 19, 2001",OST Track,Yes,
The Wash,"Bring 2
(perf. Bilal) (prod. James Poyser & Vikter Duplaix)",Track 4 on The Wash soundtrack.,4:20,"Nov 6, 2001",OST Track,Yes,
The Wash,"Bad Intentions
(perf. Dr. Dre & Knoc-Turn'Al) (prod. Mahogany & Dr. Dre)",Track 5 on The Wash soundtrack.,3:02,"Nov 6, 2001",OST Track,Yes,https://open.spotify.com/track/1T3VPhjkgPm2TZsprzf78z?si=1558652b1e234ab8
The Wash,"Get Fucked Up With Me
(perf. Xzibit) (prod. Jeremy ""J-Z"" Jackson)",Track 6 on The Wash soundtrack.,4:35,"Nov 6, 2001",OST Track,Yes,
The Wash,"My Hero
(perf. Yero) (prod. Bryan-Michael Cox, Co-Lab-O & Jason Rome)",Track 7 on The Wash soundtrack.,3:35,"Nov 6, 2001",OST Track,Yes,
The Wash,"Holla [V1]
(perf. Busta Rhymes) (prod. Dr. Dre)","Track 8 on The Wash soundtrack. A version of the song with an outro skit later appeared on ""Genesis"".",4:02,"Nov 6, 2001",OST Track,Yes,
The Wash,"Bubba Talk
(perf. Bubba Sparxxx) (prod. Timbaland)",Track 9 on The Wash soundtrack.,3:48,"Nov 6, 2001",OST Track,Yes,
The Wash,"Good Lovin'
(perf. Shaunta) (prod. Hi-Tek)",Track 10 on The Wash soundtrack.,3:39,"Nov 6, 2001",OST Track,Yes,
The Wash,"Riding High
(perf. Daks & RC) (prod. Focus...)",Track 11 on The Wash soundtrack.,4:15,"Nov 6, 2001",OST Track,Yes,
The Wash,"Gotta Get Dis Money
(perf. Soopafly) (prod. Soopafly)",Track 12 on The Wash soundtrack.,4:51,"Nov 6, 2001",OST Track,Yes,
The Wash,"Don't Talk Shit
(perf. Ox) (prod. Megahertz)",Track 13 on The Wash soundtrack.,4:23,"Nov 6, 2001",OST Track,Yes,
The Wash,"Everytime
(perf. Toi) (prod. Soopafly)",Track 14 on The Wash soundtrack.,4:05,"Nov 6, 2001",OST Track,Yes,
The Wash,"Str8 West Coast
(perf. Knoc-Turn'Al) (prod. Dr. Dre)","Track 15 on The Wash soundtrack. Originally recorded from Knoc-turn'al's scrapped debut album ""Knoc's Landin"". Includes guitar and keys from Mike Elizondo.",2:55,"Nov 6, 2001",OST Track,Yes,https://open.spotify.com/track/1uYfT9rClXW0bEExYXN0kP?si=7aec6074fd0244bd
The Wash,"No
(perf. Joe Beast) (prod. Mel-Man)",Track 16 on The Wash soundtrack.,3:34,"Nov 6, 2001",OST Track,Yes,
The Wash,"The Wash
(perf. Dr. Dre & Snoop Dogg) (prod. Dr. Dre & DJ Pooh)",Track 17 on The Wash soundtrack.,3:20,"Nov 6, 2001",OST Track,Yes,https://open.spotify.com/track/6Sfjns8CRlgVUK1rswTwPr?si=0e0d436a5c994027
"98 Total
10 Feature
57 Production
30 Mixing
1 Other",Detox [V2],"(11/??/2004) (Dre announces that he's back to working on Detox)
(??/??/2005) (The D.O.C. reunites with Dre and starts working on Detox)
(09/??/2007) (Dr. Dre flies out to Detroit to help Eminem finish his mixtape)",,,,Detox V2 was quite the busy time for Dre and was the start of the many delays that would happen to Detox. During this time Dre would start to branch out for working with artists and would change up the Detox sound. This was also the era when his working relationship with JAY-Z really came to a start. We dont have many leaks from this time but from what we know this was a promising iteration of Detox.,
,Features,,,,,,
Detox [V2],"50 Cent - Come & Go
(add. Dr. Dre) (prod. Dr. Dre, Dawaun Parker & Mark Batson)","Track 6 on ""Curtis"". Includes keys by Mark Batson and Dawaun Parker. Samples ""Just Be Good"" to Me by The S.O.S. Band. Dre is credited as a feature on the booklet but not on streaming.",3:29,"Sep 11, 2007",Feature,Yes,https://open.spotify.com/track/5mFyresbt1RELCLQByoWeg?si=35f358d7ac334ece
Detox [V2],"Eminem - Encore [V1]
(feat. Dr. Dre & 50 Cent) (prod. Dr. Dre, Luis Resto, Mark Batson & Mike Elizondo)",Released as a single. Lacks the Curtains Down skit.,5:12,"Nov 9, 2004",Feature,Yes,https://open.spotify.com/album/2dTGfiD43GE5LIqRmgSRJt
Detox [V2],"Eminem - Encore [V2]
(feat. Dr. Dre & 50 Cent) (prod. Dr. Dre, Luis Resto, Mark Batson & Mike Elizondo)","Track 20 on ""Encore"". From late summer of 2004. Includes keyboards by Mark Batson, Mike Elizondo and Luis Resto, guitars by Mike Elizondo and additional programming by Che Pope.",5:48,"Nov 12, 2004",Feature,Yes,https://open.spotify.com/album/7tsXPtLqhab1zWeubbf6JH
Detox [V2],"Hittman - The Hiznit
(feat. Dr. Dre) (prod. The Glove)","Track 4 on ""Hittmanic Verses"". Made during Hittman's time on Aftermath.",3:10,"Nov 29, 2005",Feature,Yes,https://open.spotify.com/track/0plE542CjWRjSl7DM1AnWx?si=e5209a1a1616412f
Detox [V2],"Hittman - When It Comes To
(feat. Dr. Dre) (prod. DJ Battlecat)
(When It Comes To The Hoes)","Track 5 on ""Hittmanic Verses"". Made during Hittman's time on Aftermath.",4:29,"Nov 29, 2005",Feature,Yes,https://open.spotify.com/track/4LRN4QcUz4eN2ewm0eoXO3?si=1fd6190aa8d24151
Detox [V2],"Hittman - Bloww
(feat. Dr. Dre & Knoc-Turn'Al) (prod. Dr. Dre & Mel-Man)
(Blaaow!, Blaoww)","Track 8 on ""Hittmanic Verses"". From 2001 era.",3:05,"Nov 29, 2005",Feature,Yes,https://open.spotify.com/track/4MaJSpQV1GGoBGP3en8DZC?si=5c96f3ee593a4f19
Detox [V2],"Nas - Everyday
(feat. Dr. Dre & Termanology) (prod. Dr. Dre)","Track 27 on Nas' mixtape ""The Prophecy Volume 2"". Originally made for ""The Album"" by The Firm, with a verse from Termanology added (a close collaborator of the mixtape's host Static Selektah).",4:15,2006,Feature,Yes,https://music.apple.com/ru/song/everyday-feat-dr-dre/659073786
Detox [V2],"Snoop Dogg - Imagine
(feat. Dr. Dre & D'Angelo) (prod. Dr. Dre & Mark Batson)","Track 20 on ""Tha Blue Carpet Treatment"". Includes keys by Dawaun Parker and bass by Sean Cruse. ",4:42,"Nov 21, 2006",Feature,Yes,https://open.spotify.com/track/0FNPiAAdWdWaGr7JOnlKmi?si=36ae927679aa4fb9
Detox [V2],"The Game - Here We Go Again
(feat. Dr. Dre) (prod. Focus...)","Track 2 on ""Ghost Unit"". Dr. Dre is credited as a producer but Focus... mentioned that he produced the song.",3:22,Sep 2005,Feature,No,https://pillows.su/f/0d5b07cdca8433e5fc44950d1ece9a52
Detox [V2],"Timbaland - Bounce
(feat. Dr. Dre, Missy Elliott & Justin Timberlake) (prod. Timbaland)","Track 5 on Timbaland's second studio album ""Shock Value"". Features verses by Dr. Dre and Missy Elliott and hooks by Justin Timberlake. Includes keys by J-Roc. Samples ""Tour de France"" by Kraftwerk.",4:04,"Feb 4, 2007",Feature,Yes,https://open.spotify.com/track/4ymByZAPRqTlyJASAoJ921?si=582d5ccba62e4a26
,Production,,,,,,
Detox [V2],"50 Cent - Outta Control
(prod. Dr. Dre & Mike Elizondo)","Track 8 on ""The Massacre"". Later released as a post-album single September 13th, 2005. Includes additional programming from Che Pope and additional keys from Lionel Holoman. Samples ""Top Billin'"" by Audio Two.",3:22,"Mar 3, 2005",Production,Yes,https://open.spotify.com/track/6dWNtdXVsT4t5oqN4rpN2U?si=608b13a312e14c64
Detox [V2],"50 Cent - Gunz Come Out
(prod. Dr. Dre & Mike Elizondo)","Track 15 on ""The Massacre"". Includes keys by Mike Elizondo. Mixed by Dr. Dre.",4:25,"Mar 3, 2005",Production,Yes,https://open.spotify.com/track/3iAqQ5F0syAZz1cPGJUeMW?si=e1d3461d58614280
Detox [V2],"50 Cent - Outta Control (Remix)
(feat. Mobb Deep) (prod. Dr. Dre & Mike Elizondo)","Remix of ""Outta Control"" adding Mobb Deep, released with the post-album single release of ""Outta Control"" and included as track 8 (replacing the original) on a special edition of ""The Massacre"", as well as track 16 on Mobb Deep's album ""Blood Money"". Includes keys by Mark Batson and Mike Elizondo and guitar by Sean Cruse.",4:07,"Sep 27, 2005",Production,Yes,https://open.spotify.com/track/7BKi4ZcyMBXeAvJ1OPxhdV?si=ae366b02492041eb
Detox [V2],"50 Cent - Talk About Me
(prod. Dr. Dre, Che Pope & Mike Elizondo)","Track 15 on ""Get Rich Or Die Tryin' - The Original Motion Picture Soundtrack"". Includes guitar from Mike Elizondo and keys from Mike Elizondo, Mark Batson and Dawaun Parker.",3:42,"Nov 8, 2005",Production,Yes,https://open.spotify.com/track/75Dad3cKI6kduvpNbr2Fu6?si=7bb9afc5d7fc47cf
Detox [V2],"50 Cent - When It Rains It Pours
(add. Traci Nelson) (prod. Dr. Dre, Che Pope & Mike Elizondo)","Track 16 on ""Get Rich Or Die Tryin' - The Original Motion Picture Soundtrack"". Samples ""Those Were the Days"" by Tony Mottola.",4:05,"Nov 8, 2005",Production,Yes,https://open.spotify.com/track/1cA2LExLTdhHLL0FmXoc57?si=896ebfeebbc342be
Detox [V2],"50 Cent - Straight To The Bank
(prod. Ty Fyffe & Dr. Dre)","Track 10 on ""Curtis"". Mixed by Dre.",3:11,"Sep 11, 2007",Production,Yes,https://open.spotify.com/track/6530klKZZmOHL2ACme2rRJ?si=49ba846962594636
Detox [V2],"50 Cent - Fire
(feat. Young Buck & Nicole Scherzinger) (prod. Dr. Dre, Dawaun Parker & Mark Batson)","Track 14 on ""Curtis"". Includes keys by Mark Batson and Dawaun Parker. Mixed by Dre.",2:50,"Sep 11, 2007",Production,Yes,https://open.spotify.com/track/104RcELzVcDF5kEba71gva?si=929499395ab142a0
Detox [V2],"Aimee Terrin - Handle Your Business
(prod. Dr. Dre)","Track 1 on ""Perfect Imperfection"".",3:17,"Nov 13, 2006",Production,Yes,https://open.spotify.com/track/7JryLDSbXMlOAChvkL0xya?si=24104d21f6294624
Detox [V2],"Aimee Terrin - Why
(prod. Dr. Dre)","Track 4 on ""Perfect Imperfection"".",4:23,"Nov 13, 2006",Production,Yes,https://open.spotify.com/track/7pIhThs5zW5QfIlatxHhrE?si=1581ad1cef4c46bd
Detox [V2],"Aimee Terrin - Save You
(prod. Dr. Dre)","Track 11 on ""Perfect Imperfection"".",4:14,"Nov 13, 2006",Production,Yes,https://open.spotify.com/track/3qVErvSsjqANur1BTXnHBL?si=475a13801872491e
Detox [V2],"Burt Bacharach - Is Love Enough?
(prod. Burt Bacharach & Dr. Dre)","Track 5 on ""At This Time"". Drum loop and rhythmic pattern by Dr. Dre.",6:08,"Nov 1, 2005",Production,Yes,https://open.spotify.com/album/1d4pFafHkYxQOBaPNLRsQ7?si=maQuuBW1TGSs11cOPVNOFg
Detox [V2],"Burt Bacharach - Go Ask Shakespeare
(prod. Burt Bacharach & Dr. Dre)","Track 7 on ""At This Time"". Drum loop and rhythmic pattern by Dr. Dre.",5:45,"Nov 1, 2005",Production,Yes,https://open.spotify.com/album/1d4pFafHkYxQOBaPNLRsQ7?si=maQuuBW1TGSs11cOPVNOFg
Detox [V2],"Burt Bacharach - Danger
(prod. Burt Bacharach & Dr. Dre)","Track 9 on ""At This Time"". Drum loop and rhythmic pattern by Dr. Dre.",4:31,"Nov 1, 2005",Production,Yes,https://open.spotify.com/album/1d4pFafHkYxQOBaPNLRsQ7?si=maQuuBW1TGSs11cOPVNOFg
Detox [V2],"Busta Rhymes - Get You Some
(feat. Q-Tip & Marsha Ambrosius) (prod. Dr. Dre & Mark Batson)","Track 1 on ""The Big Bang"". Includes keys by Dawaun Parker. Mixed by Dre.",3:45,"Jun 13, 2006",Production,Yes,https://open.spotify.com/track/60JqpZa5VWdjKVHVj0cvqQ?si=affb0d5f2c7042ef
Detox [V2],"Busta Rhymes - How We Do It Over Here
(feat. Missy Elliott) (add. Deana Evans) (prod. Dr. Dre)","Track 3 on ""The Big Bang"". Includes keys from Dawaun Parker and Che Pope. Mixed by Dre.",3:36,"Jun 13, 2006",Production,Yes,https://open.spotify.com/track/4btW6YtQjsd0WM3oUeNqoq?si=77e3e5b1bf954f18
Detox [V2],"Busta Rhymes - Been Through the Storm
(feat. Stevie Wonder) (prod. Sha Money XL, Black Jeruz & Dr. Dre)","Track 5 on ""The Big Bang"". Iincludes keys by Mark Batson, Dawaun Parker and Mike Elizondo. Mixed by Dre.",4:06,"Jun 13, 2006",Production,Yes,https://open.spotify.com/track/4siAbkWXFyu7yMrpAvlVJt?si=4dbbcc3d34174424
Detox [V2],"Busta Rhymes - In the Ghetto
(feat. Rick James) (prod. DJ Green Lantern & Dr. Dre)","Track 6 on ""The Big Bang"" and the fourth single released for the album. Includes keys by Dawaun Parker. Samples ""Ghetto Life"" by Rick James. Mixed by Dre.",3:53,"Jun 13, 2006",Production,Yes,https://open.spotify.com/track/4niBC08LJUPS7vKAM2dCI5?si=d9a6bc0034fd45e6
Detox [V2],"Busta Rhymes - Cocaina
(feat. Marsha Ambrosius) (prod. Dr. Dre & Mark Batson)","Track 7 on ""The Big Bang"". Includes guitar by Mike Elizondo and additional keys by Che Pope. Mixed by Dre.",3:32,"Jun 13, 2006",Production,Yes,https://open.spotify.com/track/7KHMklkErvqLB4Sc3ERvNI?si=3f57bcb7cb644299
Detox [V2],"Busta Rhymes - Goldmine
(feat. Raekwon) (prod. Erick Sermon & Dr. Dre)","Track 9 on ""The Big Bang"". Includes additional keys by Dawaun Parker and Che Pope. Mixed by Dre.",3:45,"Jun 13, 2006",Production,Yes,https://open.spotify.com/track/1A4UHEv9H5Iz55UBe4FdXE?si=ddf61768118a4059
Detox [V2],"Busta Rhymes - Don't Get Carried Away
(feat. Nas) (prod. Dr. Dre)","Track 11 on ""The Big Bang"". Includes keys by Dawaun Parker and Lionel Holoman. Samples ""Come Clean"" by Jeru the Damaja. Mixed by Dre.",3:30,"Jun 13, 2006",Production,Yes,https://open.spotify.com/track/4QeQFjKXt5M2tiBbcdr3qE?si=6f318bf4dbcd467f
Detox [V2],"Busta Rhymes - Legend of The Fall Offs
(add. Bokeem Woodbine & Cami Gutierrez) (prod. Dr. Dre)","Track 15 on ""The Big Bang"". Includes keys by Dawaun Parker. Samples ""Do You Ever"" by Return To Forever. Mixed by Dre.",4:40,"Jun 13, 2006",Production,Yes,https://open.spotify.com/track/0nSx7t36shLx7gZpI1LpDL?si=215cd133075343cc
Detox [V2],"Busta Rhymes - In the Ghetto (Remix)
(feat. Rick James & Ludacris) (prod. DJ Green Lantern & Dr. Dre)","Remix featured on Ludacris' mixtape ""Pre-Release Therapy: The Truth Will Set You Free"".",,"Sep 19, 2006",Production,No,https://pillows.su/f/f86838cded412383494e905ec60d6a57
Detox [V2],"Eminem - Evil Deeds
(prod. Dr. Dre)","Track 2 on ""Encore"". From July or August 2004. Includes keyboards by Mark Batson and Mike Elizondo.",4:19,"Nov 12, 2004",Production,Yes,https://open.spotify.com/album/7tsXPtLqhab1zWeubbf6JH
Detox [V2],"Eminem - Never Enough
(feat. 50 Cent & Nate Dogg) (prod. Dr. Dre & Mike Elizondo)","Track 3 on ""Encore"". Recorded sometime in October 2003.",2:39,"Nov 12, 2004",Production,Yes,https://open.spotify.com/album/7tsXPtLqhab1zWeubbf6JH
Detox [V2],"Eminem - Mosh
(prod. Dr. Dre & Mark Batson)","Track 6 on ""Encore"". From July or August 2004. From July or August 2004. Includes keyboards by Mark Batson and Mike Elizondo and guitar by Mike Elizondo.",5:17,"Nov 12, 2004",Production,Yes,https://open.spotify.com/album/7tsXPtLqhab1zWeubbf6JH
Detox [V2],"Eminem - Rain Man
(prod. Dr. Dre)","Track 10 on ""Encore"". From July or August 2004. Includes keyboards by Mark Batson and Mike Elizondo.",5:13,"Nov 12, 2004",Production,Yes,https://open.spotify.com/album/7tsXPtLqhab1zWeubbf6JH
Detox [V2],"Eminem - Big Weenie
(prod. Dr. Dre)","Track 11 on ""Encore"". Recorded August 26th, 2004. Includes keyboards by Mark Batson, Mike Elizondo and Steve King and guitars by Mike Elizondo.",4:26,"Nov 12, 2004",Production,Yes,https://open.spotify.com/album/7tsXPtLqhab1zWeubbf6JH
Detox [V2],"Eminem - Just Lose It
(prod. Dr. Dre & Mike Elizondo)","Track 13 on ""Encore"". From July or August 2004. Includes keyboards by Mark Batson and Mike Elizondo and guitar by Mike Elizondo.",4:09,"Sep 27, 2004",Production,Yes,https://open.spotify.com/album/7tsXPtLqhab1zWeubbf6JH
Detox [V2],"Eminem - Ass Like That
(prod. Dr. Dre & Mike Elizondo)","Track 14 on ""Encore"". Recorded August 22nd, 2004. Includes sitar guitar and keyboards by Mike Elizondo and bass by Mark Batson.",4:25,"Nov 12, 2004",Production,Yes,https://open.spotify.com/album/7tsXPtLqhab1zWeubbf6JH
Detox [V2],"Gwen Stefani - Rich Girl
(feat. Eve) (prod. Dr. Dre)","Track 2 on ""Love. Angel. Music. Baby."" Released as a single the same day the album released.",3:56,"Dec 14, 2004",Production,Yes,https://open.spotify.com/track/2Y2q7PkD7lvuWr8YaZfWuv?si=d80f9512e587496d
Detox [V2],"Hittman - Ass
(prod. Dr. Dre & Mel-Man)","Track 13 on ""Hittmanic Verses"". Made during Hittman's time on Aftermath.",3:05,"Nov 29, 2005",Production,Yes,https://open.spotify.com/track/1pDrKl19xKriTE7WPsCB65?si=ed9f95a20e92433b
Detox [V2],"Hittman - Last Dayz
(prod. Dr. Dre & Mel-Man)","Track 3 on ""Hittmanic Verses"". Hittman's first verse was at the end of the ""Forgot About Dre"" music video. Made during Hittman's time on Aftermath.",3:13,"Nov 29, 2005",Production,Yes,https://open.spotify.com/track/346yd5hJJ2WTfvXm92Lzad?si=72b2e704cf8a4d8e
Detox [V2],"Hittman - Get Myne
(prod. Dr. Dre)","Track 2 on ""Hittmanic Verses"". Made during Hittman's time on Aftermath.",5:22,"Nov 29, 2005",Production,Yes,https://open.spotify.com/track/2HIY39c8ZQrICHaR4qxRtS?si=d1bb82ab45134cbc
Detox [V2],"JAY-Z - Lost One
(feat. Chrisette Michele) (prod. Dr. Dre & Mark Batson)","Track 5 on ""Kingdom Come"" and released as a post-album single December 4, 2006. Includes keys by Dawaun Parker. Mixed by Dre.",3:44,"Nov 21, 2006",Production,Yes,https://open.spotify.com/track/206QiQ5OnKTZE3cnuMYu3H?si=61b755f33b46422f
Detox [V2],"JAY-Z - 30 Something
(prod. Dr. Dre)","Track 7 on ""Kingdom Come"" and released as a post-album single January 9, 2007. Mixed by Dre.",4:13,"Nov 21, 2006",Production,Yes,https://open.spotify.com/track/1pahWZoPgPOK5yVfmCFxcF?si=daa38fd897744b26
Detox [V2],"JAY-Z - Trouble
(prod. Dr. Dre & Mark Batson)","Track 11 on ""Kingdom Come"". Includes keys by Mark Batson, Dawaun Parker and Che Pope. Mixed by Dre.",4:53,"Nov 21, 2006",Production,Yes,https://open.spotify.com/track/7biNtleYMSu76rXoujFM43?si=84c2a2b011f34e52
Detox [V2],"JAY-Z - Minority Report
(feat. Ne-Yo) (prod. Dr. Dre)","Track 13 on ""Kingdom Come"". Includes keys by Mark Batson and Dawaun Parker. Samples ""Non Ti Scordar Di Me"" by Luciano Pavarotti. Mixed by Dre.",4:33,"Nov 21, 2006",Production,Yes,https://open.spotify.com/track/3PRVwEDVVK5ITqwu0Hy84V?si=ac3d0994df5f46a4
Detox [V2],"Nas - Hustlers
(feat. The Game & Marsha Ambrosius) (prod. Dr. Dre & Mike Elizondo)","Track 15 on ""Hip Hop Is Dead"". Mixed by Dr. Dre.",4:07,"Dec 19, 2006",Production,Yes,https://open.spotify.com/track/7LH65o2WUgYY1SRxYzirES?si=26166fee7add4476
Detox [V2],"Mobb Deep - Nightmares
(feat. 50 Cent) (prod. Dr. Dre)","Track 11 on ""G-Unit Radio Part 21: Hate It Or Love It"".",4:37,"Jun 24, 2006",Production,No,https://pillows.su/f/286d8b9872e6cdd981faa348826eafbf
Detox [V2],"Six-Two - Weed an Snortin
(prod. Dr. Dre)
(Day Like Today, Weed and Snortin, Weed & Snortin)","Track 12 on ""Mac-A-Roni And G's"". Confirmed to have been made for Six-Two's Aftermath album Deuce.",4:14,"Oct 4, 2005",Production,No,https://pillows.su/f/c65f5958c970cafabbb563e40da91552
Detox [V2],"Smitty - Real Niggaz
(feat. The Game) (prod. Dr. Dre)","Track 3 on ""The Last Nigga Left"".",4:29,"Sep 29, 2006",Production,Yes,https://open.spotify.com/track/5L7Kf8gDKuzzPDre91mcAc?si=1758e766103f46b5
Detox [V2],"Snoop Dogg - Boss' Life [V1]
(feat. Akon) (prod. Dr. Dre & Dawaun Parker)","Track 9 on ""Tha Blue Carpet Treatment"". Includes keys by Dawaun Parker. Samples ""If Tomorrow Never Comes"" by The Controllers and ""Everybody Rise"" by Busta Rhymes.",3:21,"Nov 21, 2006",Production,Yes,https://open.spotify.com/track/4UprL40OVADveANAtCNrIa?si=49ff4d86231441b3
Detox [V2],"Snoop Dogg - Boss' Life [V2]
(feat. Nate Dogg) (prod. Dr. Dre & Dawaun Parker)","Single version of ""Boss' Life"" released after the album. This version replaces Akon with Nate Dogg due to label disputes.",3:21,"Apr 10, 2007",Production,No,https://pillows.su/f/9f79226322172961741774f63867bff4
Detox [V2],"Snoop Dogg - Round Here
(prod. Dr. Dre)","Track 12 on ""Tha Blue Carpet Treatment"". Includes keys by Dawaun Parker. Samples ""Round Here"" samples ""Thank You"" by Dido.",3:42,"Nov 21, 2006",Production,Yes,https://open.spotify.com/track/1R6M6xsq0vVq6vIAUhWNC8?si=5b2250ada9de4a4a
Detox [V2],"Stat Quo - Get Low
(prod. Dr. Dre & Dawaun Parker)","Track 18 from ""The Re-Up"". Includes keyboards by Mike Elizondo and Dawaun Parker.",3:19,"Dec 4, 2006",Production,Yes,https://open.spotify.com/track/0Sl4PiaVloXdqSL3DUsSXf?si=a6b07289c82845ca
Detox [V2],"Stat Quo - G.R.I.T.S
(prod. Dr. Dre, Che Pope & Mark Batson)","Promotional single released on CD and 12"" by Stat Quo on Shady Records/Aftermath Entertainment in 2005. Meant to feature on Stat Quo's cancelled debut album ""Statlanta"".",4:00,2005,Production,No,https://pillows.su/f/a35ebae6e6ab3dac0237b8afdeda0b1f
