Era,Name,Notes,Length,File Date,Leak Date,Type,Available,Quality,Link(s)
"0 Full
0 Tagged
1 Partial
0 Snippet
0 Unavailable",Before Green Echo,(??/??/????) (George and Ray begin making music together throughout middle school and high school),,,,,,,
Before Green Echo,"rei brown - ???
(prod. rei brown)
aka. Kusonoki*","From the video ""FILTHY FRANK & FRIENDS BLOOPERS AND OUTTAKES"".
Recorded and produced by Ray, telling George to wash his belly button.",,,"Mar 14, 2013",Demo,Partial,High Quality,"Snippet #1
Snippet #2"
"1 Full
0 Tagged
1 Partial
0 Snippet
5 Unavailable","George Miller
aka. MC George","(??/??/2008) (George produces his first beat in GarageBand)
(??/??/2010) (George begins performing with Beats N' Miso)",,,"This era contains all of Joji's music before he started making music with the 
Pink Guy character. He first went by ""MC George"" in the video ""Greatest Song Ever"" before he later performed with the rap group Beats N' Baby Miso, which was when he started going by ""MC Rukuss"". In interviews, he stated that he started creating his first songs when he was 16, which would've been in 2008. He only ever released one song under the ""MC George"" name. He would also be in ""BUSHIDO"", which was uploaded to his friend's channel.",,,,
George Miller,"🏆 A Milli (Lil Wayne Cover)
(prod. George Miller)","In an interview with HYPEBEAST, Joji mentioned that the first beat he
ever produced was a recreation of the beat from ""A Milli"" by Lil Wayne.
He stated that he whispered real low when recording the ""A Milli"" loop.",,2008,,Cover,Confirmed,Unavailable,Interview
George Miller,"Bleep Blap
(prod. George Miller)
aka. Onigiri, Rice Balls","Rumored Filename: bleep blap
From the video ""PINK GUY DANCE"" and a Vine. This version doesn't have any vocals.
Joji mentioned in a tweet that he made the beat in a day when he was 16 years old.",,2008,"Oct 1, 2013",Beat,Partial,High Quality,"Snippet #1
Snippet #2"
George Miller,"🏆 ???
(prod. George Miller)
aka. Pretty Boy*","In an interview with Schön! on July 17th 2020, Joji says that one of the yet to be announced tracks on Nectar was produced by him when he was only sixteen years old. The song Joji was talking about during the interview may have been ""Pretty Boy"".
Possibly in circulation, as skyupsahl claimed to have the original beat of the song.",,2008,,Beat,Confirmed,Unavailable,Interview
George Miller,"???
(prod. George Miller)",George produced 3 of the beats performed with Beats N' Miso in 2010.,1:16,,,Beat,Confirmed,Unavailable,
George Miller,"???
(prod. George Miller)",George produced 3 of the beats performed with Beats N' Miso in 2010.,1:12,,,Beat,Confirmed,Unavailable,
George Miller,"???
(prod. George Miller)",George produced 3 of the beats performed with Beats N' Miso in 2010.,0:47,,,Beat,Confirmed,Unavailable,
George Miller,"SINIMA BEATS - Listen Close
(prod. SINIMA BEATS)
aka. Greatest Song Ever, The Greatest Song Ever","Original Beat that was used in ""Greatest Song Ever"" by MC George.
Uploaded to the SINIMA BEATS SoundCloud account on January 28th, 2013.",4:19,,,Beat,Full,High Quality,
"5 Full
0 Tagged
2 Partial
1 Snippet
9 Unavailable","MC Rukuss
aka. Russ Ruckus","(??/??/2010) (George begins performing with Beats N' Miso)
(07/20/2010) (The ""RukussMC"" YouTube channel is created)
(??/??/2010) (George stops performing with Beats N' Miso)
(??/??/2013) (George privates all videos on the ""RukussMC"" channel)",,,"Sometime between early to mid 2010, George would go under the alias of ""MC Rukuss"". He created a YouTube channel under that name and uploaded several skits and songs. During that time, he briefly joined a local Hip-Hop group named ""Beats N' Miso"" and performed with them throughout 2010. Between 2010 and 2011, he changed his alias to ""Russ Rukuss"". In 2013, he privated all videos on the ""RukussMC"" YouTube channel.",,,,
MC Rukuss,"🏆 Blind Man (Remix)
(prod. George Miller)","Remix of ""Blind Man"" by Little Milton. Taken from ""ANIME HUNTER - CHIN CHIN ARRIVES""  and ""Black People Don't Let Me Freestyle"". The drums are reused in ""OSAMA IS DEAD"".",,2011,"Aug 20, 2011",Remix,Partial,High Quality,"Snippet #1
Snippet #2"
MC Rukuss,🏆 Broken Neck,"Uploaded to the RukussMC YouTube account sometime between 2010 - 2012.
Discovered in an old YouTube dataset. Released under the alias ""Russ Ruckus"".",1:34,,2010 - 2012,Throwaway,Confirmed,Unavailable,
MC Rukuss,"🏆  Dreamy (J Dilla Cover)
(prod. MC Rukuss)","Uploaded to the RukussMC YouTube account sometime between 2010 - 2012.
Discovered in an old YouTube dataset.",1:28,,2010 - 2012,Cover,Confirmed,Unavailable,
MC Rukuss,"🥇 Come, Listen!*
(prod. George Miller)
aka. Listen*","Demo that was used in a video for a school project. The same drums
were eventually reused in the songs ""rain on me"" and ""Asian Pizza"".",,,"Apr 12, 2011",Demo,Partial,High Quality,Snippet
MC Rukuss,"Friday (Rebecca Black Cover)
aka. Rebecca Black Friday Gangsta Rap","Uploaded to the RukussMC YouTube account sometime between 2011 - 2012.
Discovered in an old YouTube dataset.",1:27,2011 / 2012,2011 / 2012,Cover,Confirmed,Unavailable,
MC Rukuss,"OSAMA IS DEAD
(prod. MC Rukuss)
aka. OSAMA*","Uploaded to the RukussMC YouTube account sometime between 2011 - 2012.
Discovered in an old YouTube dataset. The song itself was previewed in a few Filthy Frank videos. It reuses the drums from his remix of ""Blind Man"" by Little Milton.",1:37,2011,2011,Throwaway,Snippet,High Quality,Snippet
MC Rukuss,"🥇 Waffle House In Guam [Explicit Ver.]
(prod. Allrounda Beats)","Explicit Version of ""Waffle House In Guam"" without censoring.",3:23,,,Explicit Ver.,Confirmed,Unavailable,
MC Rukuss,🏆 We All Try (Frank Ocean Cover),"Uploaded to the RukussMC YouTube account sometime between 2011 - 2012.
Discovered in an old YouTube dataset.",2:07,2011 / 2012,2011 / 2012,Cover,Confirmed,Unavailable,
MC Rukuss,Worst Freestyle Ever,"A video uploaded to the RukussMC YouTube account sometime between 2010 - 2012.
Discovered in an old YouTube dataset.",1:22,,2010 - 2012,Freestyle,Confirmed,Unavailable,
MC Rukuss,"???
(prod. George Miller*)
aka. New Breed*","Performed at Suma Beach Party 2010 on July 18th, 2010. It has recorded ad-libs 
that can be heard during the performance, so a possible CD Quality version exists.",1:16,,"Jul 18, 2010",Demo,Performed,Recording,Link
MC Rukuss,"✨ ???
(prod. George Miller*)
aka. Reach for the Stars*","Performed at Suma Beach Party 2010 on July 18th, 2010. It has recorded ad-libs 
that can be heard during the performance, so a possible CD Quality version exists.",1:12,,"Jul 18, 2010",Demo,Performed,Recording,Link
MC Rukuss,"✨ ???
(prod. D/R Period)
aka. Sick & Diseased*","Performed at Suma Beach Party 2010 on July 18th, 2010. It has recorded ad-libs 
that can be heard during the performance, so a possible CD Quality version exists.
Uses the beat from ""Ante Up"" by M.O.P. which was previously used in ""BUSHIDO"".",1:01,,"Jul 18, 2010",Demo,Performed,Recording,Link
MC Rukuss,"???
(prod. George Miller*)
aka. The Birth*","Performed at Suma Beach Party 2010 on July 18th, 2010. It has recorded ad-libs 
that can be heard during the performance, so a possible CD Quality version exists.",0:47,,"Jul 18, 2010",Demo,Performed,Recording,Link
MC Rukuss,"[Live Performance at ""Second Chance""]","George performed a second show with Beats N' Miso at ""Second Chance"". 
If anyone has any surviving recordings of this event, please let us know!",,,"Aug 21, 2010",Unknown,Confirmed,Unavailable,Beats N' Miso (Archived)
MC Rukuss,"[Live Performance at ""Club Tomboy""]","Beats N' Baby Miso were scheduled to perform at ""Club Tomboy"" on September 20th, 2010. If anyone has any surviving recordings of this event, please let us know!",~30:00,,"Sep 20, 2010",Unknown,Confirmed,Unavailable,"Flyer #1
Flyer #2
Original Blog"
MC Rukuss,"✨ JIMMY RICH - Brighter Than The Sun*
(feat. MC Rukuss) (prod. SLICKLIPS©)","From a video featuring George and two other members of the Beats N' Miso group with JIMMY RICH doing vocals and SLICKLIPS© beatboxing. It has a verse from George, who was going by MC Rukuss during this time. Not studio recorded.",2:33,2010,2010,Recording,Full,Recording,Link
MC Rukuss,"MC Rukuss & SLICKLIPS© - ???
(prod. MC Rukuss* & SLICKLIPS©)","Live Performance with SLICKLIPS© at a High School Talent Show. 
Was uploaded to YouTube but it's been deleted, and we only have a short preview GIF.",1:52*,2010*,2010*,Recording,Confirmed,Unavailable,"GIF
YouTube Link"
"2 Full
0 Tagged
0 Partial
17 Snippet
1 Unavailable","JOJI [V1]
aka. Chloe Burbank [V1]","(05/11/2014) (A ""JOJI"" project is announced, intended for release in the summer of 2014)
(01/13/2016) (Chloe Burbank Volume 1 is announced)",,,"Before the release of ""PINK GUY"" a ""JOJI"" album was announced in ""CHIN CHIN IS NOT PLEASED"". It was intended for release in the summer of 2014, and was said to have ""nearly everything we've heard before that wasn't on the Pink Guy album"". However, the project of course never ended up releasing in 2014, and was it later revamped and worked on further.",,,,
JOJI [V1],"✨ boo hoo rain :(
(prod. Joji)
aka. boom bap, Thom","OG Filename: boom bap.mp3
Released on the jojikansai SoundCloud account, though it was later privated.
It was used in the YouTube video ""BAD NARRATION (FULL)"" on the TVFilthyFrank channel 2 months later. The beat was later used for the song ""Thom"" 2 years later.",0:43,,"Oct 13, 2013",Beat,Full,"High Quality
(128kbps)",Link
JOJI [V1],"🏆 diamonds* [OG]
(prod. Joji)
aka. diamondsonmydick","Demo version of ""diamondsonmydick"" with different production and unheard vocals.
Previewed in jojivlogs 4. In the snippet George talks about possibly using the beat for the animated show if he ever decides that he doesn't want to use it on another project.",,,"Jun 29, 2014",OG,Snippet,Recording,Snippet
JOJI [V1],"🏆 Jungle Boy Pt. 2
(prod. Joji)","In ""Jungle Boy Pt. 1"" on ""PINK GUY"" the beat switches, previewing another track,
with Joji then cutting in and saying ""Sorry, this beat is reserved for the JOJI album"". ",,,"May 23, 2014",Throwaway,Snippet,Lossless,Snippet
JOJI [V1],"🏆 Manhattan (Sara Bareilles Cover)
(prod. Joji)","Cover of ""Manhattan"" by Sara Bareilles. Previewed on Vine sometime in 2013.",,,2013,Cover,Snippet,Recording,Snippet
JOJI [V1],"miles [OG]
(prod. Joji)
aka. am i high? no*","Demo previewed on Joji’s Vine account sometime in 2013.
This version has harmonies that were removed from V2.",,,2013,OG,Snippet,Recording,"Snippet #1
Snippet #2"
JOJI [V1],"pills [OG]
(prod. Joji)
aka. foie","Instrumental version previewed in jojivlogs 7 and on Vine. Being an instrumental,
this version doesn't feature the mashed up vocals from ""Juicy"" by Biggie Smalls.",,,"Aug 6, 2014",Beat,Snippet,Recording,Snippet
JOJI [V1],"🏆 rain on me [V1]
(prod. Joji)
aka. don't rain on me*, sun don't shine*",Demo previewed on Vine in 2013. Has a cut verse and a slower tempo.,,,2013,OG,Snippet,Recording,Link
JOJI [V1],"rain on me [V2]
(prod. Joji)
aka. don't rain on me*","Demo previewed on Vine sometime in 2013.
Likely sounds similar to the version previewed by Joji at Boiler Room.",,,2013,Demo,Snippet,Recording,Link
JOJI [V1],"🏆 Say You Will (Remix)
(prod. Joji)","Remix of ""Say You Will"" by Kanye West from the video ""DO THE SALAMANDER"" with
an announcement for the ""PINK GUY"" album. Very likely meant for the ""JOJI"" album. Curiously, ""Fade to Black"" on Piss In The Wind has a similar harmony as the snippet.",,,"Aug 3, 2013",Remix,Snippet,High Quality,Snippet
JOJI [V1],"🏆 They Don't Understand*
(prod. Joji)","Previewed in ""Tribute To Ronald / Ronald's Dream"" and in jojivlogs 2.
Joji confirmed in the comments it was gonna be on the ""JOJI"" album.
Unlikely to be a second part to ""Tribute To Ronald"", like Jungle Boy Pt. 2.",,,"Jan 31, 2014",Throwaway,Snippet,Lossless,Snippet
JOJI [V1],"USuckCharlie [Beat]
(prod. Joji)
aka. you suck charlie",Beat Only version previewed in jojivlogs 3. Doesn't have Joji's spoken intro either.,,,"Jun 3, 2014",Beat,Snippet,Recording,Snippet
JOJI [V1],"🥇 WORLDSTAR* [OG]
(prod. Joji)
aka. WORLDSTAR MONEY","Previewed in jojivlogs 6. Later pitched down (-24 semitones) and used in ""WORLD$TAR MONEY"".
Interestingly, if you pitch up the final version of the song to match this audio, the drums are at their original pitch. This suggests that the snippet comes from a full demo beat.",,,"Jul 23, 2014",OG,Snippet,Recording,Snippet
JOJI [V1],"Yung Michael [V1 - V3]
(prod. Joji)
aka. Young Michael",Earlier versions are confirmed to exist.,,,,Demos,Confirmed,Unavailable,
JOJI [V1],"🏆 ???
(prod. Joji)
aka. hendrix*","Instrumental previewed on Vine sometime in 2013. Could be an old beat
judging from Joji's reaction upon opening the file, but that's just speculation.
Samples ""Purple Haze"" by Jimi Hendrix.",,,2013,Beat,Snippet,Recording,"Snippet #1
Snippet #2"
JOJI [V1],"🏆 ???
(prod. Joji)
aka. lov u","Instrumental previewed on Vine in 2013. Used as the outro to ""lov u"".
The Vine snippet is more upbeat, and suggests this was a part two.",,,2013,Beat,Snippet,High Quality,"Snippet #1
Snippet #2"
JOJI [V1],"🏆 ???
(prod. Joji)",An unknown song that was previewed on Joji's Vine account in 2013.,,,2013,Demo,Snippet,Recording,Snippet
JOJI [V1],???,"Harmony from a Vine, don't know if this was ever used for something.",,,2013,Unknown,Snippet,Recording,Snippet
JOJI [V1],"⭐ rei brown - Cobbled Stones (Michael Zarucki Cover)
(prod. rei brown)
aka. Once In A While","OG Filename: Cobbled Stones (cover)
rei brown's cover of ""Cobbled Stones"" by Michael Zarucki.
The instrumental was given to Joji later on, and the hook stayed mostly the same. Released on rei brown's SoundCloud back on April 11th, 2013 but was later privated.
It later was resurfaced by jae on December 25th, 2025.",2:08,2013,"Dec 26, 2025",Cover,OG File,"High Quality
(128kbps)",Link
JOJI [V1],"rei brown - ??? [V1]
(prod. rei brown)
aka. rajvi","Snippet of rei brown playing the bass from a Vine.
The sitar sounds more synthesized, suggesting that it's not a sample?",,,2013,Beat,Snippet,Recording,Snippet
JOJI [V1],"rei brown - ??? [V2]
(prod. rei brown)
aka. rajvi",Instrumental version previewed in jojivlogs 7.,,,"Aug 6, 2014",Beat,Snippet,Recording,Snippet
"20 Full
0 Tagged
0 Partial
6 Snippet
16 Unavailable","Chloe Burbank Volume 1 [V2]
aka. JOJI [V2]","(01/13/2016) (Chloe Burbank Volume 1 is announced)
(12/26/2016) (Rollout for Chloe Burbank begins from 88rising)
(??/??/2017) (Chloe Burbank is scrapped and is then reworked into two seperate EPs)",,,"Two singles released a year later in 2015 with an announcement for ""Chloe Burbank Volume 1"" on social media. Joji began releasing more tracks on SoundCloud throughout the following years before signing to 88rising in hopes of releasing the project, but he was unfortunately met with sample clearance issues that he'd complain about on Twitter, and ultimately decided the decision to scrap the project, and began converting the project into a smaller EP.",,,,
Chloe Burbank Volume 1 [V2],"amazonian pet [V1 - V3]
(prod. Joji)",Demos confirmed by filename.,,,,Demo,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"⭐ amazonian pet [V4]
(prod. Joji)
aka. Amazonian Pet (demo)","OG Name: Amazonian Pet (demo)
OG Filename: amazonian pet 4 SUPER ROUGH 0 MAS.aif
Exclusively released on WAV Media on October 27th, 2017, before its shut down on December 22nd, 2019. There’s a very loud and explicit voice recording at the end. 
It was privately uploaded onto Joji’s SoundCloud account on January 27th, 2016.",1:36,,"Oct 27, 2017",Demo,Full,"High Quality
(256kbps)",Link
Chloe Burbank Volume 1 [V2],"⭐ amazonian pet [V5]
(prod. Joji)","OG Name: amazonian pet
OG Filename: amazonian pet final.mp3
Final version of the song that was initially meant for release.
This version was slowed down and pitched down 8 semitones. The outro is cut.
It was privately uploaded onto Joji's SoundCloud account on April 7th, 2016.",1:30,,"Mar 4, 2024",Throwaway,Full,"High Quality
(128kbps)",Link
Chloe Burbank Volume 1 [V2],"🏆 besidju* [OG]
(prod. Joji)","Solo Joji version of ""BESIDJU"" with just ukulele and his vocals. Confirmed by shamana.
Shamana stated it was GarageBand file, and that Joji often would send demos to him.",,,,OG,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"⭐️ diamondsonmydick [V2]
(prod. Joji)
aka. diamonds*","Released exclusively on WAV Media on October 27th, 2017, before it’s shut down on December 22nd, 2019. ""Diamonds"" was also a song title seen in Joji’s VICE interview, and a demo was previewed in Jojivlogs 4, suggesting it is an old song.",1:28,,"Oct 27, 2017",Throwaway,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],"✨ ears bleed [V1]
(prod. Joji)
aka. beat 4 rent","OG Name: beat 4 rent
OG Filename: ears bleed - normal.m4a
A privated beat on Joji’s SoundCloud account, shown in a post on his Instagram.
It was privately uploaded onto Joji's SoundCloud account on February 5th, 2016.",0:37,,"Mar 4, 2024",Beat,Full,"High Quality
(128kbps)",Link
Chloe Burbank Volume 1 [V2],"ears bleed [V2]
(prod. Joji)
aka. beat 4 rent","OG Name: Ears Bleed Bass TRAP ENHANCED - 2 5 16, 4.07 PM
OG Filename: ears bleed bass TRAP ENHANCED - 2_5_16, 4.07 PM.aif
This version adds chain sounds and has different mixing compared to earlier versions.
It was privately uploaded onto Joji's SoundCloud account on February 5th, 2016.",0:37,"Feb 5, 2016","Mar 4, 2024",Beat,Full,"High Quality
(256kbps)",Link
Chloe Burbank Volume 1 [V2],"ears bleed [V3]
(prod. Joji)
aka. beat 4 rent","OG Name: Ears Bleed KICK LOWERED - 2 5 16, 5.13 PM
OG Filename: ears bleed KICK LOWERED - 2_5_16, 5.13 PM.aif
This version's only difference is different mixing compared to earlier versions.
It was privately uploaded onto Joji's SoundCloud account on February 5th, 2016.",0:37,"Feb 5, 2016","Mar 4, 2024",Beat,Full,"High Quality
(256kbps)",Link
Chloe Burbank Volume 1 [V2],"✨ ears bleed [V4]
(prod. Joji)
aka. beat 4 rent","OG Name: Ears Bleed KICK LOWERED - 2 6 16, 8.29 PM
OG Filename: ears bleed KICK LOWERED - 2_6_16, 8.29 PM.aif
This version has different mixing and an added harmony that was used in ""IDFLKMST"".
It was privately uploaded onto Joji's SoundCloud account on February 7th, 2016.",0:37,"Feb 6, 2016","Mar 4, 2024",Beat,Full,"High Quality
(256kbps)",Link
Chloe Burbank Volume 1 [V2],"🏆 ears bleed [V5]
(prod. Joji)
aka. beat 4 rent","Previewed on Instagram account sometime early into 2017.
The only known difference is the harmony is chopped differently.",,2016 / 2017,2017,Beat,Snippet,Recording,Snippet
Chloe Burbank Volume 1 [V2],"🏆 i don't please you*
(prod. Joji)","Snippet previewed by Joji on Instagram on January 25th, 2017.
Samples the very end of ""Lonely Woman"" by Horace Silver.",,,"Jan 25, 2017",Demo,Snippet,Recording,Snippet
Chloe Burbank Volume 1 [V2],"i don't wanna die [OG]
(prod. Joji)
aka. idunwanadie, unsaved info",Earlier version exists given the original filename.,,,,Demo,Rumored,Unavailable,
Chloe Burbank Volume 1 [V2],"im weird [V1]
(prod. Joji)
aka. int","OG Name: im weird
OG Filename: int - 9_29_16, 12.58 AM.mp3
A ukulele trap beat with an audio clip of Joji telling an intercom to shut the fuck up.
It was privately uploaded onto Joji's SoundCloud account on September 29th, 2016.",0:59,"Sep 29, 2016","Mar 4, 2024",Demo,Full,"High Quality
(128kbps)",Link
Chloe Burbank Volume 1 [V2],"✨ im weird [V2]
(prod. Joji)
aka. im weird 2, int","OG Name: im weird 2
OG Filename: Ai ai cpn.mp3
A ukulele trap beat with an audio clip of Joji telling an intercom to shut the fuck up.
This version's only difference is different mixing compared to the previous version. 
It was privately uploaded onto Joji's SoundCloud account on October 1st, 2016.",0:59,2016,"Mar 4, 2024",Demo,Full,"High Quality
(128kbps)",Link
Chloe Burbank Volume 1 [V2],"🏆 love alive* [V1]
(prod. Joji)
aka. Demons","Rumored OG Filename: love alive - 1.28.16, 3.16 AM
Filename seen in the now-deleted 88rising YouTube video ""The Snake or the Rabbit"".
Seems to just be a small portion of the piano that would later be used in ""Demons"".",,"Jan 28, 2016*",,Beat,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"⭐️ miles [V2]
(prod. Joji)
aka. am i high? no*","OG Name: Miles Experiment2 - 5:3:16, 11.43 PM 
OG Filename: miles experiment2 - 5:3:16, 11.43 PM.mp3
Demo previewed on Joji’s Vine account sometime in 2016. This version uses the 
same audio clip used in ""WORLD$TAR MONEY"". It was privately uploaded onto Joji's SoundCloud account on May 3rd, 2016. Rumored to be one of the two privated uploads on Joji's anna gold YouTube channel.",1:01,"May 3, 2016","Mar 4, 2024",Demo,Full,"High Quality
(128kbps)",Link
Chloe Burbank Volume 1 [V2],"misjoji* [V1]
(prod. Joji & MISOGI)
aka. Wonderwall*",Another Joji snippet bounce from MISOGI might exist.,,,,Beat,Rumored,Unavailable,Snippet
Chloe Burbank Volume 1 [V2],"misjoji [V2]
(prod. Joji & MISOGI)
aka. Wonderwall","OG Snippet Filename: JOJIsnippet2.mp3
Snippet bounce of an instrumental produced by Joji & MISOGI.
Uploaded to MISOGI's SoundCloud account on April 13th, 2016.",0:39,,"Jan 9, 2026",Beat,Snippet,"High Quality
(128kbps)",Snippet
Chloe Burbank Volume 1 [V2],"⭐️ misjoji [V3]
(prod. Joji & MISOGI)
aka. Wonderwall","OG Filename: misjoji.wav
Instrumental produced by Joji & MISOGI. Joji sent him the piano sample.
This version has a longer run time but it doesn't have drums from Joji.
Uploaded privately to MISOGI's SoundCloud account on June 5th, 2016.",2:14,,"Dec 24, 2025",Beat,OG File,"Lossless
(2822kbps)",Link
Chloe Burbank Volume 1 [V2],"⭐️ nightmares of the invertebre
(prod. Joji)
aka. nightmares of the invertebrate*","Exclusively released on WAV Media on October 27th, 2017, before it’s shut down on December 22nd, 2019. Reuses elements from ""diamondsonmydick"" and ""rain on me"".",2:11,,"Oct 27, 2017",Throwaway,Full,High Quality,Link
Chloe Burbank Volume 1 [V2],old yeller [Voice Memo],"Voice Memo for ""old yeller"" which was later used as an intro.",0:06,,"Oct 15, 2016",Voice Memo,Full,High Quality,
Chloe Burbank Volume 1 [V2],"old yeller [OG]
(prod. Joji)",Earlier version exists given the original filename.,,,,Demo,Rumored,Unavailable,
Chloe Burbank Volume 1 [V2],"pills [V2]
(prod. Joji)
aka. foie, foie <bump>, Where'd You Go","OG Project Filename: pills 2.gbproj
OG Filename: pills 2 - 2_24_16, 12.09.aif
OG Filename (Metadata): pills 2 - 2:24:16, 12.09 AM
Released on Joji’s SoundCloud account with vocals from ""Juicy"" by Biggie Smalls
over the beat. The song was not intended for the Chloe Burbank Volume 1 project,
as signified by the tags #not #chloe on the upload. The title ""foie"" is French for ""liver""
which correlates with the cover art uploaded with the song, as it's a can of Cod Liver.
Joji later repurposed the beat for In Tongues and made it sound practically brand new.
The later version of ""Pills"" on In Tongues still uses many of the same sounds as ""foie"", as well as the recognizable ""Finn"" sample, which is a clip of BMO from Adventure Time.",1:21,"Feb 24, 2016","Feb 24, 2016",Beat,Full,"High Quality
(256kbps)",Link
Chloe Burbank Volume 1 [V2],"plastic taste [OG]
(prod. Joji)",Earlier version exists given the original filename.,,,,Demo,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"⭐️ rajvi [V3]
(prod. rei brown)","OG Name: Rajvi - 4 25 16, 11.45 PM
OG Filename: rajvi - 4_25_16, 11.45 PM.m4a
Open verse demo with production from rei brown, as once seen in a Vine.
It was also previewed in a clip with rei brown in jojivlogs 7 on August 6th, 2014.
It was privately uploaded onto Joji's SoundCloud account on April 26th, 2016.
Thought to be for Green Echo, but it has Chloe Burbank cover art on SoundCloud.
Rumored to be one of the two privated uploads on Joji's anna gold YouTube channel.",2:09,"Apr 25, 2016","Mar 4, 2024",Demo,Full,"High Quality
(128kbps)",Link
Chloe Burbank Volume 1 [V2],"SAD TRAVIS PT.1
(prod. Joji)
aka. Antidote*, Window*","Rumored first part of ""SAD TRAVIS"".
Likely the original beat with undoctored speed, whereas part 2 is at -34.405 semitones.",,2015 / 2016,,Rumor,Rumored,Unavailable,
Chloe Burbank Volume 1 [V2],"SAD TRAVIS PT.2 [V1]
(prod. Joji)
aka. Antidote, Window, 128","OG Filename: 128.wav
Scrapped demo that uses the beat for ""Antidote"", sharing a line from ""rain on me"".
This version's only difference is different mixing compared to the later versions. 
It was privately uploaded onto Joji's SoundCloud account on August 26th, 2016.",2:24,,"Mar 4, 2024",OG,Full,"High Quality
(256kbps)",Link
Chloe Burbank Volume 1 [V2],"⭐️ SAD TRAVIS PT.2 [V2]
(prod. Joji)
aka. Antidote, Window","OG Name: SAD TRAVIS PT.2 - 8 26 16, 4.20 PM
OG Filename: SAD TRAVIS PT.2 - 8_26_16, 4.20 PM.mp3
Scrapped demo that uses the beat for ""Antidote"", sharing a line from ""rain on me"".
This version's only difference is different mixing compared to the previous version.
It was privately uploaded onto Joji's SoundCloud account on August 26th, 2016.",2:24,"Aug 26, 2016","Mar 4, 2024",Demo,OG File,"High Quality
(256kbps)",Link
Chloe Burbank Volume 1 [V2],"SAD TRAVIS PT.2 [V3]
(prod. Joji)
aka. Antidote, Window","OG Filename: SAD TRAVIS PT.2 - 8:27:16, 3.04 PM.mp3
Scrapped demo that uses the beat for ""Antidote"", sharing a line from ""rain on me"".
This version's only difference is a missing background vocal and different mixing.
It was privately uploaded onto Joji's SoundCloud account on August 27th, 2016.",2:24,"Aug 27, 2016","Mar 4, 2024",Demo,Full,"High Quality
(128kbps)",Link
Chloe Burbank Volume 1 [V2],"SAD TRAVIS PT.2 [V4]
(prod. Joji)
aka. Antidote, Window","Another version from an Instagram story posted by BRTHR on November 3rd, 2016.
The only difference in this version seems to be that the only vocals are the harmonies.",,2016,"Nov 3, 2016",Demo,Snippet,Recording,Snippet
Chloe Burbank Volume 1 [V2],"Thom [V1]
(prod. Joji)
aka. boo hoo rain :(, boom bap",Demo confirmed by filename.,,,,Demo,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"Thom [V2]
(prod. Joji)
aka. boo hoo rain :(, boom bap","Demo confirmed to exist by filename. May not have the lyrics ""searching
for a beeping love, searching where the leaves don't grow, grow, grow...""",,,,Demo,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"USuckCharlie [V2 - V4]
(prod. Joji)
aka. you suck charlie",Demos confirmed by the original title / filename.,,,,Demos,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"waste my time [V1]
(prod. Joji)
aka. i don't wanna waste my time","Original Beat for ""i dont wanna waste my time"".
Joji stated in a Genius interview he created the beat for the song first.
He also said he already knew what the general lyrics would be as well.",2:44*,,,Beat,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"waste my time [V2]
(prod. Joji)
aka. i don't wanna waste my time","Rumored OG Filename: waste my time
Another mix of ""i don't wanna waste my time"".",2:44,,"Apr 17, 2020",Mix,Full,"Lossless
(1536kbps)",Link
Chloe Burbank Volume 1 [V2],"WORLDSTAR [OG]
(prod. Joji)
aka. WORLD$TAR MONEY, WORLDSTAR $$$",Earlier version exists given the original filename.,,,,Demo,Rumored,Unavailable,
Chloe Burbank Volume 1 [V2],"XXX [OG]
(prod. Joji & ryanjacob)",Demo confirmed by filename.,,,,Demo,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"???
(prod. Joji)","Beat that was previewed on Instagram on November 5th, 2016.",,,"Nov 5, 2016",Beat,Snippet,Recording,Snippet
Chloe Burbank Volume 1 [V2],"???
(prod. Joji)","Beat that was previewed on Instagram on November 11th, 2016.",,,"Nov 11, 2016",Beat,Snippet,Recording,Snippet
Chloe Burbank Volume 1 [V2],[Unknown SwuM Collaboration],"Collaboration with Joji that SwuM first teased on Twitter on August 3rd, 2016.
SwuM later tweeted contemplating dropping it but 88rising threatened to sue 
if they released the song, which sparked conflict between the two on Twitter.",,,,Unknown,Confirmed,Unavailable,
Chloe Burbank Volume 1 [V2],"ryanjacob - Untitled [V1]
(feat. Lil West) (prod. ryanjacob & Joji)
aka. Hesitate, LADDER, WANT IT","OG Name: 99 99 ryanjacob x joji
Lost demo that we only have the filename for after it was deleted.
Very likely it's just an instrumental / beat only version of the one below.
Uploaded to ryanjacob's SoundCloud account on October 15th, 2016.",3:16,2016,,OG,Confirmed,Unavailable,
